LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;PAID;ID
26300;52394;93307;DebtCon;Other;24;0;1;184.66;0;19;23.549;1;4970
26300;58369;88124;DebtCon;Other;7;0;0;234.22;1;20;37.158;1;4971
26300;52296;91041;DebtCon;Other;24;1;2;193.85;0;19;24.894;1;4972
26300;NA;51055;DebtCon;Other;NA;NA;NA;70.25;NA;14;28.207;1;4973
26300;114956;147793;DebtCon;Office;3;NA;NA;296.56;2;35;43.807;1;4974
26300;NA;45913;DebtCon;Other;NA;NA;NA;92.58;NA;13;27.924;1;4975
26300;NA;43472;DebtCon;Other;NA;NA;NA;90.08;NA;12;28.689;1;4976
26300;25530;79885;DebtCon;Other;NA;1;1;105.64;2;26;29.929;1;4977
26300;78851;109090;DebtCon;Office;8;0;0;405.43;0;44;42.342;1;4978
26300;189302;249773;DebtCon;Other;7;0;0;106.61;1;26;42.769;1;4979
26300;94916;127526;DebtCon;ProfExe;0;0;0;195.85;2;37;36.018;1;4980
26400;43781;66030;DebtCon;Office;17;0;0;184.38;2;21;31.49;1;4981
26400;79163;123792;DebtCon;Office;0;0;0;310.61;0;24;38.11;1;4982
26400;73679;98614;DebtCon;Office;10;0;0;151.63;0;20;38.16;1;4983
26400;130672;212536;DebtCon;ProfExe;10;0;0;221.51;3;26;20.27;1;4984
26400;128413;207302;DebtCon;ProfExe;9;0;0;228.02;3;26;17.872;1;4985
26400;122105;165000;DebtCon;Mgr;1;0;0;234.4;2;24;NA;1;4986
26400;153853;188760;HomeImp;Self;2;0;0;172.57;0;17;43.358;1;4987
26400;240907;260638;HomeImp;Self;7;1;0;255.42;3;51;37.653;1;4988
26400;134642;182719;DebtCon;Mgr;0;NA;NA;122.46;NA;39;32.699;1;4989
26400;44333;68945;DebtCon;Office;18;0;0;173.5;2;21;32.349;1;4990
26400;220432;283978;HomeImp;ProfExe;6;NA;5;480.36;NA;56;33.714;1;4991
26400;196412;250164;DebtCon;Other;9;0;0;97.28;1;26;42.334;1;4992
26400;59288;87753;DebtCon;Other;8;1;1;145.88;3;29;38.972;1;4993
26500;29751;57501;0;Office;1;0;0;114.36;2;7;37.075;1;4994
26500;23742;77878;DebtCon;Other;NA;2;1;99.38;2;26;28.877;1;4995
26500;145393;187324;HomeImp;Self;3;0;0;194.23;1;16;40.855;1;4996
26500;NA;63918;DebtCon;Other;25;0;0;135.44;0;8;20.161;1;4997
26500;63345;100332;DebtCon;Other;16;0;0;139.51;0;30;38.427;1;4998
26500;240782;267675;HomeImp;Self;6;0;0;229.31;1;50;37.741;1;4999
26500;NA;38964;DebtCon;Other;11;1;NA;102.75;NA;14;20.354;1;5000
26500;112059;179599;DebtCon;Sales;15;0;0;313.21;0;30;36.359;1;5001
26500;77198;131090;DebtCon;Office;0;0;0;312.91;0;24;37.83;1;5002
26500;NA;64211;DebtCon;Other;26;0;0;127.41;0;10;22.289;1;5003
26500;84769;127773;DebtCon;Other;2;0;0;190.86;2;25;42.032;1;5004
26500;61223;92255;DebtCon;Other;2;0;1;214.03;0;17;1.856;0;5005
26500;34678;68000;DebtCon;Mgr;14;1;0;88.3;6;16;NA;1;5006
26500;14000;45000;DebtCon;Other;0;0;0;195.23;1;7;NA;0;5007
26500;82859;NA;HomeImp;Office;0.4;2;0;177.5;0;22;NA;0;5008
26500;76599;119041;DebtCon;Other;4;0;0;97.27;1;31;40.127;1;5009
26500;134952;165451;DebtCon;Other;8;1;0;225.32;1;19;35.735;1;5010
26500;NA;61089;DebtCon;Other;27;0;0;144.19;0;9;22.814;1;5011
26500;47820;76159;DebtCon;Other;24;NA;0;282.45;0;30;41.289;1;5012
26500;NA;122693;DebtCon;Mgr;9;0;0;153.94;0;27;32.201;1;5013
26600;62895;103000;DebtCon;Self;1;0;5;187.47;2;34;NA;0;5014
26600;148986;175750;DebtCon;Other;1;0;0;197.39;0;35;40.515;1;5015
26600;61151;97072;DebtCon;Other;16;0;1;133.45;0;29;39.23;1;5016
26600;94954;131913;DebtCon;ProfExe;0;1;0;187.14;2;37;35.27;1;5017
26600;78491;121598;DebtCon;Other;4;1;0;84.58;1;33;41.342;1;5018
26600;140561;208775;HomeImp;ProfExe;5;0;0;197.52;1;27;36.878;1;5019
26600;84843;115850;DebtCon;Sales;2;0;0;137.54;2;37;42.572;0;5020
26600;49610;78355;DebtCon;Other;23;NA;0;278.6;0;30;39.53;1;5021
26600;128238;165316;DebtCon;Mgr;1;0;0;236.07;2;23;36.939;1;5022
26600;122501;153280;DebtCon;Mgr;2;0;0;289.58;0;25;38.13;1;5023
26700;146193;185200;DebtCon;ProfExe;11;0;0;156.23;0;36;39.21;1;5024
26700;40785;75601;DebtCon;Mgr;14;1;0;98.24;5;15;34.154;1;5025
26700;144243;176096;DebtCon;Other;1;0;0;194.68;0;34;40.479;1;5026
26700;73468;108774;DebtCon;ProfExe;11;0;0;290.08;1;32;39.042;1;5027
26700;NA;120179;DebtCon;Mgr;8;0;0;162.13;0;27;35.096;1;5028
26700;81968;114647;DebtCon;ProfExe;10;0;1;126.71;0;19;27.057;1;5029
26700;23361;55483;DebtCon;Other;36;0;0;280.81;1;23;39.892;1;5030
26700;186185;233480;DebtCon;ProfExe;0;0;0;290.58;1;32;41.741;1;5031
26700;129559;170042;DebtCon;Mgr;1;0;0;232.65;1;24;34.118;1;5032
26700;18590;53462;DebtCon;Other;25;0;0;112;1;11;22.96;1;5033
26800;149729;183027;DebtCon;ProfExe;7;0;0;331.26;0;34;37.001;1;5034
26800;133594;173255;DebtCon;Other;8;0;0;215.97;1;19;36.947;1;5035
26800;145772;193135;DebtCon;ProfExe;12;0;0;147.94;0;36;40.904;1;5036
26800;96895;144482;DebtCon;Mgr;23;0;0;201.97;0;13;40.162;1;5037
26800;148471;183284;DebtCon;ProfExe;4;0;0;323.26;0;35;37.272;1;5038
26800;139309;166621;DebtCon;Other;5;0;0;217.21;0;20;35.186;1;5039
26800;89146;128923;DebtCon;Mgr;7;2;1;114.46;7;16;2.83;0;5040
26800;124199;166404;DebtCon;Mgr;1;0;0;243.94;2;23;34.51;1;5041
26800;46236;62711;DebtCon;Office;17;0;0;175.08;1;22;33.06;1;5042
26800;35485;74949;DebtCon;Mgr;14;0;0;84.77;5;15;36.191;1;5043
26800;145745;211400;HomeImp;ProfExe;6;0;0;184.71;1;27;39.848;1;5044
26800;213165;282068;HomeImp;ProfExe;5;NA;4;476.73;NA;55;31.182;1;5045
26800;138216;170052;DebtCon;ProfExe;10;0;0;199.74;1;29;76.421;0;5046
26800;18459;53907;DebtCon;Other;0;0;0;200.42;0;6;71.512;0;5047
26900;74982;126972;DebtCon;Office;0;0;0;315.82;0;23;38.326;1;5048
26900;NA;35397;DebtCon;Other;7;0;NA;85.25;NA;13;20.837;1;5049
26900;69446;104590;DebtCon;ProfExe;11;0;0;287.28;1;32;41.499;1;5050
26900;57414;92916;DebtCon;Office;0;0;0;70.28;0;22;34.396;1;5051
26900;115638;145440;DebtCon;Office;4;NA;NA;294.7;2;36;43.909;1;5052
26900;69000;106500;DebtCon;Sales;0.6;0;1;115.7;2;19;NA;0;5053
26900;67144;92923;DebtCon;Other;16;0;0;89.11;1;17;32.791;1;5054
26900;47882;78854;DebtCon;Other;11;0;0;132.35;0;19;41.131;1;5055
26900;98324;129210;DebtCon;ProfExe;0;1;0;185.21;3;38;34.651;1;5056
26900;54071;85557;DebtCon;Office;0;0;2;91.21;0;22;34.597;1;5057
26900;113724;151969;DebtCon;Office;4;NA;NA;294.89;1;36;42.397;1;5058
26900;72848;101736;DebtCon;Office;10;0;0;131.41;0;21;36.369;1;5059
26900;45763;73797;DebtCon;Other;23;NA;0;291.59;1;29;39.371;1;5060
26900;215692;286555;HomeImp;ProfExe;8;NA;5;468.18;NA;55;30.553;1;5061
27000;79218;115721;DebtCon;Other;9;0;0;280.34;0;35;33.228;0;5062
27000;77910;117590;DebtCon;Other;4;0;0;91.87;2;31;38.497;1;5063
27000;50375;70656;DebtCon;Other;8;0;0;125.72;1;20;43.134;1;5064
27000;13718;35684;DebtCon;Other;16;2;0;122.29;1;18;24.356;1;5065
27000;144901;178093;DebtCon;ProfExe;7;0;0;331.11;0;34;40.567;1;5066
27000;45482;77000;DebtCon;Office;0.8;0;0;164.3;3;19;NA;1;5067
27000;124000;162000;DebtCon;Other;0.8;0;2;166.37;1;34;NA;0;5068
27000;54515;82539;DebtCon;Other;20;0;0;203.86;0;26;37.112;1;5069
27000;45880;82425;DebtCon;Other;21;0;0;212.64;0;27;36.998;1;5070
27000;54834;85391;DebtCon;Other;9;0;1;132.58;2;30;39.306;1;5071
27000;NA;38441;DebtCon;Other;8;1;NA;85.18;NA;14;23.691;1;5072
27000;60631;86091;DebtCon;Other;24;0;2;200.14;1;20;26.249;1;5073
27000;23160;58074;DebtCon;Other;36;0;0;275.84;1;24;40.133;1;5074
27000;NA;61844;DebtCon;Other;26;0;0;133.1;0;8;22.719;1;5075
27000;NA;38356;DebtCon;Other;8;0;NA;87.47;NA;13;20.927;1;5076
27100;63844;101000;DebtCon;Other;8;1;1;128.8;0;22;NA;0;5077
27100;140305;237302;HomeImp;ProfExe;27;0;0;349.51;2;18;37.421;1;5078
27100;44095;77587;DebtCon;Mgr;14;1;0;92.14;6;15;33.536;1;5079
27100;24494;77479;DebtCon;Other;NA;1;1;101.31;1;26;31.125;1;5080
27100;NA;31681;HomeImp;Other;23;0;0;92.51;2;15;29.742;1;5081
27100;33649;63214;0;Office;2;0;0;113.04;2;6;37.838;1;5082
27100;20479;46735;DebtCon;Other;24;0;0;103.82;0;10;24.259;1;5083
27100;118200;159739;DebtCon;ProfExe;6;0;1;117.15;3;27;34.206;1;5084
27100;20497;74244;DebtCon;Other;NA;1;2;93.06;1;25;27.361;1;5085
27200;70730;93752;DebtCon;Office;8;0;0;165.92;0;20;36.171;1;5086
27200;145725;179197;DebtCon;Other;1;0;0;183.38;0;34;40.287;1;5087
27200;83894;121302;DebtCon;ProfExe;6;0;1;124.27;0;18;29.732;1;5088
27200;110470;180982;DebtCon;Sales;17;0;0;295.47;1;30;34.767;1;5089
27200;61000;104044;DebtCon;Other;16;0;1;141.98;0;30;39.547;1;5090
27200;101680;134864;DebtCon;Office;10;0;1;150.6;0;29;40.88;1;5091
27200;97541;126368;DebtCon;ProfExe;0;1;0;186.78;3;38;34.811;1;5092
27200;61118;35184;DebtCon;Sales;10;4;2;134.65;7;23;45.255;0;5093
27200;24070;58216;DebtCon;Other;35;0;0;273.34;0;24;37.64;1;5094
27200;58383;92484;DebtCon;Other;22;1;2;170.07;1;20;23.81;1;5095
27300;66878;93656;DebtCon;Office;11;0;0;153.8;0;20;39.085;1;5096
27300;72314;118839;DebtCon;Other;5;0;0;99.69;1;31;42.343;1;5097
27300;44026;71597;DebtCon;Other;22;NA;1;287.23;0;30;38.487;1;5098
27300;97373;126102;DebtCon;Office;10;0;1;139.13;0;28;39.174;1;5099
27300;55973;93503;DebtCon;Other;22;0;1;167.74;0;19;26.21;1;5100
27300;53223;86696;DebtCon;Office;0;0;0;96.07;0;22;34.518;1;5101
27300;135823;185416;DebtCon;Mgr;1;NA;NA;135.36;NA;38;32.795;1;5102
27300;106221;137727;DebtCon;Self;3;0;0;300.57;3;45;32.56;0;5103
27300;37636;73328;DebtCon;Mgr;12;0;0;80.79;6;16;34.268;1;5104
27300;NA;37531;HomeImp;Other;22;0;0;82.66;2;14;29.61;1;5105
27300;127260;212953;DebtCon;ProfExe;9;0;0;244.17;3;26;21.241;1;5106
27300;NA;43277;DebtCon;Other;9;0;NA;101.89;NA;14;20.808;1;5107
27300;149950;177309;DebtCon;ProfExe;6;0;0;328.17;0;35;39.16;1;5108
27300;NA;116708;DebtCon;Mgr;11;0;0;175.2;0;26;33.748;1;5109
27300;140773;188414;DebtCon;ProfExe;12;0;0;144.09;0;37;41.483;1;5110
27400;99900;143437;DebtCon;Mgr;21;0;0;211.11;0;12;39.11;1;5111
27400;113364;146520;HomeImp;Office;16;1;1;284.37;2;13;34.628;0;5112
27400;NA;39858;DebtCon;Other;11;1;NA;87.38;NA;14;20.588;1;5113
27400;NA;121625;DebtCon;Mgr;7;1;0;154.44;0;27;33.374;1;5114
27400;195497;246354;DebtCon;Other;8;0;0;89.26;1;25;39.665;1;5115
27400;51298;90010;DebtCon;Other;6;1;0;146.66;3;29;42.16;1;5116
27400;23939;56874;DebtCon;Office;3;0;1;197.8;0;11;NA;0;5117
27400;46575;85263;DebtCon;Office;1;0;0;155.65;2;19;39.489;1;5118
27400;100951;149305;DebtCon;Mgr;21;0;0;194.53;0;13;41.644;1;5119
27400;41370;70528;DebtCon;Office;18;0;0;180.2;1;21;33.495;1;5120
27500;54511;84470;DebtCon;Other;9;0;1;140.25;3;29;40.278;1;5121
27500;97679;149877;DebtCon;Mgr;23;0;0;193.01;0;12;39.415;1;5122
27500;145774;206788;HomeImp;ProfExe;4;0;0;191.94;0;27;38.001;1;5123
27500;132000;179000;DebtCon;ProfExe;1;1;0;226.23;2;19;NA;1;5124
27500;137900;184000;DebtCon;Office;10;0;0;NA;0;0;NA;0;5125
27500;150666;192346;HomeImp;Self;3;0;0;177.87;0;17;39.979;1;5126
27500;NA;40807;DebtCon;Other;8;1;NA;95.53;NA;13;20.399;1;5127
27500;69579;117799;DebtCon;Other;5;0;0;84.37;2;32;38.862;1;5128
27500;97601;136546;DebtCon;Other;9;0;0;80.5;5;39;NA;0;5129
27500;131269;211014;DebtCon;ProfExe;10;0;0;234.35;2;26;18.735;1;5130
27500;23439;47177;DebtCon;Other;25;0;0;112.89;0;11;23.023;1;5131
27600;54584;86568;DebtCon;Other;22;0;0;214.82;1;27;35.224;1;5132
27600;73846;100216;DebtCon;ProfExe;12;0;0;282.37;1;33;38.191;1;5133
27600;60039;86166;DebtCon;Office;0;0;0;100.95;0;23;33.821;1;5134
27600;121592;153432;DebtCon;Mgr;2;0;0;297;0;24;40.015;1;5135
27600;103898;130784;DebtCon;Office;11;0;0;147.13;0;29;42.01;1;5136
27600;131887;174323;DebtCon;Mgr;0;0;0;243.05;2;24;35.272;1;5137
27600;150120;191972;HomeImp;Self;3;0;0;178.04;1;16;41.807;1;5138
27600;64818;91915;DebtCon;Other;16;0;0;99.6;0;17;32.461;1;5139
27600;153063;202542;HomeImp;Other;10;0;0;266.94;2;33;42.829;1;5140
27600;57327;87683;DebtCon;Office;0;0;0;98.52;0;23;34.761;1;5141
27600;NA;117581;DebtCon;Mgr;10;0;0;165.01;0;27;34.999;1;5142
27600;54328;94216;DebtCon;Other;24;1;2;188.39;1;19;26.833;1;5143
27600;124139;157940;DebtCon;Mgr;4;0;0;288.89;0;24;38.227;1;5144
27600;123121;157337;DebtCon;Mgr;2;0;0;283.28;0;24;36.948;1;5145
27600;72468;106906;DebtCon;ProfExe;12;0;0;288.85;1;32;38.984;1;5146
27600;112753;155166;DebtCon;ProfExe;6;0;0;124.99;3;26;32.089;1;5147
27600;129311;188143;DebtCon;Mgr;1;NA;NA;122.52;NA;39;30.474;1;5148
27600;74964;118507;DebtCon;Other;5;0;0;91.71;1;32;39.147;1;5149
27700;63962;101676;DebtCon;Other;15;0;1;138.57;0;30;37.385;1;5150
27700;103249;206521;DebtCon;Other;24;0;0;196.78;0;19;25.688;1;5151
27700;97834;132396;HomeImp;ProfExe;18;0;2;303.95;2;26;6.887;0;5152
27700;54617;87722;DebtCon;Other;9;0;1;132.41;3;29;39.631;1;5153
27700;73148;101462;DebtCon;ProfExe;10;0;0;264.61;0;33;40.476;1;5154
27700;NA;65635;HomeImp;Other;18;0;3;221.1;1;28;NA;0;5155
27700;61396;111627;0;Self;20;0;0;87;0;4;84.614;0;5156
27700;25947;49836;DebtCon;Other;24;0;0;120.03;0;10;23.81;1;5157
27700;77886;114494;DebtCon;ProfExe;9;0;0;118.47;0;18;28.344;1;5158
27700;54541;78832;DebtCon;Office;0;0;0;186.02;2;19;39.614;1;5159
27700;149169;183234;DebtCon;ProfExe;8;0;0;314.79;0;35;37.637;1;5160
27700;19300;39000;DebtCon;Mgr;12;3;0;212.07;0;46;NA;0;5161
27700;83300;NA;HomeImp;Mgr;20;1;4;247.93;1;19;NA;0;5162
27700;85285;116468;DebtCon;Other;9;0;0;312.81;0;36;35.968;0;5163
27700;76055;126560;DebtCon;Office;0;0;0;310.63;1;23;38.984;1;5164
27700;NA;42515;DebtCon;Other;11;1;NA;95.04;NA;13;20.209;1;5165
27700;120070;153652;DebtCon;Office;4;NA;NA;300.17;2;35;43.92;1;5166
27700;141930;182516;DebtCon;ProfExe;0;0;0;235.63;2;19;41.959;1;5167
27700;35132;71456;DebtCon;Mgr;13;0;0;84.87;5;16;35.651;1;5168
27700;67446;99206;DebtCon;ProfExe;11;0;0;286.97;0;32;38.995;1;5169
27800;114417;150849;DebtCon;Mgr;5;0;0;285.39;0;24;38.582;1;5170
27800;96332;123598;DebtCon;ProfExe;1;0;0;190.31;2;38;33.856;1;5171
27800;19600;50594;DebtCon;Other;24;0;0;137.23;1;10;24.522;1;5172
27800;64804;97553;DebtCon;Other;15;1;0;105.1;1;17;32.178;1;5173
27800;127770;169440;DebtCon;Mgr;2;0;0;235.73;1;24;34.844;1;5174
27800;142356;177328;DebtCon;ProfExe;6;0;0;315.18;0;35;38.596;1;5175
27800;181405;229116;DebtCon;ProfExe;0;0;0;298;0;32;43.52;1;5176
27900;55859;92179;DebtCon;Office;0;0;1;94.93;0;23;33.098;1;5177
27900;73630;106757;DebtCon;ProfExe;11;0;0;282.76;1;32;38.267;1;5178
27900;137006;207997;HomeImp;ProfExe;5;0;0;194.09;1;28;36.906;1;5179
27900;66027;102745;DebtCon;ProfExe;9;0;0;298.1;1;32;38.25;1;5180
27900;69589;115061;DebtCon;Other;5;0;0;97.86;1;32;41.474;1;5181
27900;62264;39604;DebtCon;Sales;10;3;1;118.78;7;23;48.078;0;5182
27900;149359;192955;HomeImp;Self;0;0;0;172.58;1;16;40.136;1;5183
27900;142346;185057;DebtCon;ProfExe;9;0;1;155.55;0;36;39.397;1;5184
27900;50988;81533;DebtCon;Office;1;0;0;167.61;2;18;40.621;1;5185
27900;113843;156282;DebtCon;ProfExe;7;0;0;109.96;2;27;33.942;1;5186
27900;135511;184219;DebtCon;ProfExe;1;1;0;241.05;2;19;38.606;1;5187
27900;90694;121543;DebtCon;Mgr;5;2;1;107.05;8;15;0.838;0;5188
28000;58002;86427;DebtCon;Other;9;0;1;129.58;2;29;39.363;1;5189
28000;59775;87390;DebtCon;Other;8;0;0;138.49;3;30;41.544;1;5190
28000;140770;209726;HomeImp;ProfExe;5;0;0;190.33;0;27;38.887;1;5191
28000;49764;74526;DebtCon;Other;24;NA;1;294.59;1;30;37.611;1;5192
28000;62376;104073;DebtCon;Other;16;1;0;146.14;0;30;39.76;1;5193
28000;77322;118082;DebtCon;Other;7;0;0;80.66;1;31;38.815;1;5194
28000;68000;106000;HomeImp;Other;6;NA;NA;114.7;11;21;NA;1;5195
28000;86600;127000;DebtCon;ProfExe;6.5;0;4;234.37;5;35;NA;0;5196
28000;28042;63500;DebtCon;ProfExe;14;2;4;121.73;4;28;NA;0;5197
28000;96015;127551;DebtCon;ProfExe;0;1;0;196.52;3;37;34.872;1;5198
28100;100420;207737;DebtCon;Other;22;0;0;197.2;0;19;26.373;1;5199
28100;135991;183598;DebtCon;Mgr;0;NA;NA;131.59;NA;38;31.086;1;5200
28100;96160;128767;DebtCon;Office;10;0;1;154.67;0;29;41.118;1;5201
28100;86778;110851;DebtCon;Office;9;0;0;398.4;0;44;41.041;1;5202
28100;32470;54522;DebtCon;Other;35;0;0;295.5;0;23;38.799;1;5203
28100;61000;99000;DebtCon;Mgr;7;0;1;129.17;1;31;NA;0;5204
28100;72100;112000;DebtCon;ProfExe;20;4;1;120.73;1;58;NA;0;5205
28100;112564;162129;DebtCon;ProfExe;7;0;0;115.56;2;26;33.092;1;5206
28100;75768;NA;DebtCon;Other;9;NA;0;133.12;3;33;46.752;0;5207
28200;90485;123674;DebtCon;Other;1;0;1;189.73;2;25;41.677;1;5208
28200;76011;129352;DebtCon;Office;1;0;0;302.8;0;23;36.39;1;5209
28200;58232;97555;DebtCon;Other;17;0;1;130.45;0;29;38.093;1;5210
28200;44363;72966;DebtCon;Mgr;16;1;0;82.27;6;16;34.981;1;5211
28200;61038;87534;DebtCon;Other;8;0;0;137.49;3;30;39.36;1;5212
28200;118728;160486;DebtCon;ProfExe;7;0;0;112.52;2;26;34.537;1;5213
28200;109184;207035;DebtCon;Other;23;0;0;179.94;0;18;23.662;1;5214
28200;44321;63050;DebtCon;Office;19;0;0;182.25;2;22;32.477;1;5215
28200;185607;227617;DebtCon;ProfExe;0;0;0;311.06;0;33;42.435;1;5216
28200;NA;117181;DebtCon;Mgr;9;0;0;170.65;0;26;31.601;1;5217
28200;148455;191419;HomeImp;Self;1;0;0;186.98;0;17;39.563;1;5218
28200;100353;131386;DebtCon;Office;9;0;0;146.07;0;28;38.679;1;5219
28200;51663;92860;DebtCon;Other;24;0;1;172.34;0;20;26.913;1;5220
28200;148772;186023;HomeImp;Self;3;0;0;203.58;1;17;43.305;1;5221
28200;66242;109762;DebtCon;Other;8;0;1;130.97;0;21;60.295;0;5222
28300;72572;117311;DebtCon;Other;6;0;0;85.8;1;32;39.877;1;5223
28300;NA;29512;HomeImp;Other;24;0;0;78.11;2;14;30.513;1;5224
28300;126942;166797;DebtCon;Mgr;0;0;0;244.72;1;23;33.395;1;5225
28300;105000;147000;DebtCon;ProfExe;11;0;0;162.37;1;17;NA;1;5226
28300;71973;119224;DebtCon;Other;4;0;0;89.38;2;32;39.981;1;5227
28300;68959;102048;DebtCon;ProfExe;12;0;0;278.71;1;32;39.933;1;5228
28300;130028;178918;DebtCon;Mgr;2;NA;NA;113.94;NA;39;33.44;1;5229
28300;137159;186153;DebtCon;Mgr;0;NA;NA;112.17;NA;38;29.875;1;5230
28300;145931;239990;HomeImp;ProfExe;27;0;0;357.23;0;19;38.268;1;5231
28300;104686;136033;HomeImp;ProfExe;13;0;2;291.17;1;27;5.763;0;5232
28400;90823;126845;DebtCon;Other;1;0;0;188.77;1;25;42.897;1;5233
28400;72870;95647;DebtCon;Office;11;0;0;139.05;0;20;37.821;1;5234
28400;46126;66942;DebtCon;Office;18;0;0;180.67;2;21;33.769;1;5235
28400;150784;192411;HomeImp;Self;0;0;0;173.31;1;16;41.543;1;5236
28400;197852;243593;DebtCon;Other;10;0;0;111.11;2;26;41.215;1;5237
28400;207687;242544;HomeImp;Other;8;0;0;134.01;0;41;41.298;1;5238
28400;106020;206030;DebtCon;Other;22;0;0;188.75;0;18;25.33;1;5239
28400;112996;175817;DebtCon;Sales;17;0;0;303.28;1;31;36.289;1;5240
28400;53480;90560;DebtCon;Other;24;0;1;174.47;0;19;24.491;1;5241
28400;183314;232345;DebtCon;ProfExe;1;0;0;300.9;1;32;42.336;1;5242
28400;36484;73478;DebtCon;Mgr;13;1;0;100.98;6;16;34.764;1;5243
28400;206126;238745;HomeImp;Other;9;0;0;119.07;1;42;41.67;1;5244
28500;49461;83352;DebtCon;Other;21;0;0;210.03;0;26;37.302;1;5245
28500;73188;111925;HomeImp;Other;5;NA;NA;123.61;11;21;44.521;1;5246
28500;97262;131830;DebtCon;Office;10;0;0;168.8;0;29;42.325;1;5247
28500;NA;41763;DebtCon;Other;12;1;NA;92.87;NA;13;21.902;1;5248
28500;108293;135317;DebtCon;Other;5;0;0;219.62;4;43;31.21;0;5249
28500;84908;108385;DebtCon;Office;10;0;0;384.29;0;45;41.342;1;5250
28500;43413;73248;DebtCon;Mgr;13;0;0;102.57;6;16;35.672;1;5251
28500;100145;130522;DebtCon;Office;10;0;0;137.94;0;29;39.073;1;5252
28500;137174;186118;DebtCon;Mgr;1;NA;NA;115.29;NA;39;32.875;1;5253
28500;29338;62220;0;Office;2;0;0;113.21;1;6;36.877;1;5254
28600;32136;51599;DebtCon;Other;35;0;0;284.08;0;23;39.548;1;5255
28600;94165;130285;DebtCon;Office;10;0;1;137.81;0;28;42.08;1;5256
28600;85174;127306;DebtCon;Other;1;0;0;193.07;1;24;40.656;1;5257
28600;136546;185507;DebtCon;ProfExe;0;0;0;212.31;3;19;40.517;1;5258
28600;26189;50409;DebtCon;Other;36;0;0;287.5;0;23;38.644;1;5259
28600;39009;75893;DebtCon;Mgr;12;1;0;85.63;6;15;33.976;1;5260
28600;105907;156126;DebtCon;ProfExe;10;0;0;165.09;1;17;33.231;1;5261
28600;31634;65157;0;Office;5;0;0;119.36;1;6;40.159;1;5262
28600;126189;167157;DebtCon;ProfExe;19;0;2;239.23;0;26;31.013;0;5263
28700;107281;155874;DebtCon;ProfExe;10;0;0;173.84;0;17;32.74;1;5264
28700;137247;186685;DebtCon;Mgr;0;NA;NA;110.5;NA;39;30.86;1;5265
28700;131767;214558;DebtCon;ProfExe;10;0;0;238.79;2;27;20.523;1;5266
28700;67951;106093;DebtCon;ProfExe;11;0;0;263.74;0;32;40.212;1;5267
28700;133188;179454;DebtCon;ProfExe;1;1;0;223.35;1;19;41.136;1;5268
28700;25190;59841;DebtCon;Office;1;0;1;201.18;0;11;35.729;0;5269
28800;204455;245685;HomeImp;Other;8;0;0;123.4;1;42;42.345;1;5270
28800;132019;168828;DebtCon;Mgr;0;0;0;231.29;1;24;35.49;1;5271
28800;NA;121560;DebtCon;Mgr;8;1;0;175.21;0;26;31.612;1;5272
28800;151328;194243;HomeImp;Self;2;0;0;174.98;0;17;42.113;1;5273
28800;NA;44761;DebtCon;Other;10;0;NA;84.73;NA;14;22.842;1;5274
28800;134144;185910;DebtCon;Mgr;2;NA;NA;122.5;NA;39;30.338;1;5275
28800;30357;56776;DebtCon;Other;35;0;0;294.42;0;22;37.537;1;5276
28900;225000;285000;DebtCon;ProfExe;15;0;1;258.73;2;26;NA;1;5277
28900;135770;188368;DebtCon;ProfExe;0;1;0;229.75;2;19;40.632;1;5278
28900;91683;127833;DebtCon;ProfExe;0;1;0;187.24;3;37;33.169;1;5279
28900;134509;211558;DebtCon;ProfExe;10;0;0;247.84;2;27;20.611;1;5280
28900;89945;124453;DebtCon;Other;2;0;0;194.91;2;25;42.72;1;5281
28900;NA;117991;DebtCon;Mgr;7;0;0;159.55;0;27;32.165;1;5282
28900;63748;36392;DebtCon;Sales;9;4;1;124.25;6;23;44.579;0;5283
28900;102108;147463;DebtCon;Mgr;19;0;0;205.87;0;13;41.654;1;5284
28900;75887;117989;DebtCon;Other;4;0;0;92.09;2;32;40.779;1;5285
28900;77916;130728;DebtCon;Office;2;0;0;290.77;1;23;39.095;1;5286
28900;109888;182229;DebtCon;Sales;16;0;0;302.23;1;30;33.319;1;5287
28900;29515;49525;DebtCon;Other;36;0;0;288.66;0;24;39.606;1;5288
29000;152065;192445;HomeImp;Self;2;0;0;166.95;0;16;41.564;1;5289
29000;32109;49912;DebtCon;Other;34;0;0;278.57;1;23;39.797;1;5290
29000;149900;201000;0;Self;5;4;4;131.93;1;29;NA;0;5291
29000;79000;NA;HomeImp;ProfExe;8;0;1;189.7;1;33;NA;0;5292
29000;72478;113000;DebtCon;Other;1.5;0;6;114.67;4;12;NA;0;5293
29000;101824;NA;DebtCon;Mgr;4;2;4;186.7;0;14;NA;0;5294
29200;116202;160084;DebtCon;ProfExe;6;0;0;124.12;3;26;32.645;1;5295
29200;50105;83815;DebtCon;Other;21;0;0;188.2;0;26;35.596;1;5296
29200;139299;180818;DebtCon;ProfExe;1;0;0;226.86;1;19;40.817;1;5297
29200;99600;143000;DebtCon;Other;15;0;0;232.33;1;40;NA;1;5298
29300;228059;291314;DebtCon;ProfExe;16;0;1;259.68;2;26;28.174;1;5299
